title T3s C3s A3s G3s CAI CBI Fop Nc GC3s GC L_sym L_aa Gravy Aromo 
NM_153035.3 0.3400 0.2600 0.3605 0.3086 0.116 0.045 0.431 55.42 0.441 0.436 202 208 -0.729327 0.048077 
NM_003339.3 0.4309 0.1789 0.4118 0.2556 0.130 0.082 0.450 50.93 0.321 0.422 140 147 -0.348299 0.102041 
NM_013338.5 0.3984 0.1911 0.4355 0.2294 0.082 -0.055 0.356 55.14 0.327 0.432 306 324 -0.090741 0.111111 
NM_024595.3 0.2897 0.3034 0.2658 0.3841 0.042 -0.161 0.274 58.07 0.548 0.554 186 192 -0.871354 0.078125 
NM_001687.5 0.0839 0.5315 0.0775 0.4818 0.058 -0.081 0.309 36.94 0.861 0.683 165 168 0.232738 0.047619 
NM_018303.6 0.3461 0.3021 0.3455 0.2855 0.094 -0.008 0.395 57.14 0.451 0.451 892 924 -0.300000 0.073593 
NM_016070.4 0.2897 0.2897 0.3203 0.3649 0.098 0.098 0.444 61.00 0.513 0.511 187 190 -0.705789 0.094737 
NM_005858.4 0.2247 0.4663 0.2237 0.3627 0.084 0.029 0.398 49.38 0.647 0.587 671 692 -1.002601 0.078035 
NM_001004127.3 0.4552 0.2065 0.3520 0.2508 0.118 0.040 0.424 48.83 0.348 0.404 474 492 0.145529 0.115854 
NM_015276.2 0.1487 0.5635 0.1560 0.4565 0.098 0.067 0.448 43.16 0.766 0.561 505 525 -0.417143 0.097143 
NM_016470.8 0.3593 0.2944 0.3432 0.2217 0.115 0.089 0.438 54.18 0.420 0.487 283 292 -0.723288 0.051370 
NM_003449.5 0.1370 0.4677 0.1837 0.5048 0.066 -0.010 0.380 41.31 0.748 0.597 523 539 -0.735250 0.079777 
NM_006389.5 0.2572 0.3673 0.2000 0.4490 0.070 -0.053 0.357 49.08 0.639 0.555 969 999 -0.546446 0.058058 
NM_052879.5 0.4502 0.1744 0.4205 0.2172 0.113 0.028 0.417 50.20 0.304 0.424 705 724 -0.746961 0.070442 
NM_032324.3 0.2785 0.2911 0.3000 0.3333 0.099 0.062 0.426 53.37 0.511 0.505 188 190 -0.134737 0.047368 
NM_003721.4 0.1784 0.5070 0.1538 0.3889 0.069 -0.008 0.373 43.01 0.725 0.614 255 260 -0.309231 0.050000 
NM_014296.3 0.4266 0.2141 0.4161 0.2344 0.116 0.020 0.420 51.56 0.337 0.412 786 813 -0.444526 0.113161 
NM_012331.5 0.2210 0.4972 0.2514 0.3000 0.085 0.019 0.409 51.96 0.627 0.548 225 235 -0.525532 0.106383 
NM_153371.4 0.3818 0.2820 0.2955 0.2819 0.099 0.022 0.402 53.07 0.445 0.479 674 690 -0.347536 0.053623 
NM_019048.4 0.5137 0.1569 0.3910 0.1938 0.128 0.078 0.443 48.64 0.269 0.390 621 643 -0.132037 0.076205 
NM_003677.5 0.4460 0.1942 0.5032 0.1901 0.145 0.071 0.464 44.37 0.278 0.401 194 198 -0.707576 0.070707 
NM_019606.6 0.2196 0.4254 0.1598 0.3956 0.051 -0.067 0.314 49.05 0.680 0.630 679 689 -0.772569 0.058055 
NM_020745.4 0.1998 0.3745 0.1802 0.4459 0.049 -0.093 0.302 45.08 0.680 0.617 950 985 -0.163655 0.057868 
NM_006708.3 0.4245 0.3022 0.3359 0.2521 0.106 -0.082 0.356 57.32 0.414 0.444 174 184 -0.515761 0.097826 
NM_015971.4 0.2414 0.3966 0.2275 0.4101 0.081 0.025 0.401 53.59 0.626 0.540 227 242 -0.513636 0.086777 
NM_016284.5 0.4082 0.2546 0.3204 0.2793 0.102 0.014 0.401 54.91 0.412 0.452 2283 2376 -0.157155 0.078704 
NM_002803.4 0.4481 0.2374 0.2866 0.3059 0.134 0.082 0.450 51.58 0.412 0.457 420 433 -0.416166 0.062356 
NM_006710.5 0.3653 0.2335 0.3742 0.2533 0.092 -0.010 0.377 48.38 0.387 0.470 199 209 -0.082297 0.095694 
NM_017599.4 0.3911 0.2281 0.4213 0.2470 0.112 0.015 0.407 53.13 0.362 0.425 760 779 -0.431451 0.073171 
NM_014160.5 0.2941 0.4087 0.2349 0.3688 0.102 0.018 0.411 52.69 0.589 0.522 401 416 -0.576202 0.086538 
NM_015132.5 0.4403 0.2040 0.4504 0.2003 0.112 -0.036 0.380 49.72 0.305 0.386 916 957 -0.384953 0.100313 
NM_016531.6 0.2454 0.3457 0.3195 0.3294 0.082 -0.004 0.385 56.41 0.538 0.512 327 345 -0.641739 0.069565 
NM_002092.4 0.3238 0.3290 0.2703 0.3229 0.083 -0.033 0.361 56.79 0.516 0.520 465 480 -0.327500 0.079167 
NM_004047.5 0.2131 0.5301 0.1019 0.3209 0.102 0.063 0.436 40.06 0.718 0.569 195 205 1.004878 0.117073 
NM_020832.3 0.2733 0.4193 0.1581 0.3456 0.079 0.009 0.369 47.23 0.636 0.608 1210 1237 -0.448343 0.039612 
NM_018686.6 0.4065 0.2315 0.3713 0.2606 0.095 -0.043 0.370 55.89 0.377 0.455 419 434 -0.406221 0.066820 
NM_016579.4 0.1598 0.5123 0.1466 0.3246 0.045 -0.088 0.287 43.91 0.732 0.656 272 282 -0.003901 0.024823 
NM_001304.5 0.3743 0.2873 0.3176 0.2731 0.092 -0.011 0.390 56.07 0.439 0.471 1337 1380 -0.395507 0.084058 
NM_006694.4 0.2636 0.3818 0.2821 0.3333 0.094 0.078 0.433 57.85 0.560 0.523 141 146 -0.010959 0.075342 
NM_005049.3 0.2008 0.4726 0.1454 0.4352 0.078 0.006 0.394 44.83 0.718 0.570 884 919 -0.220240 0.100109 
NM_021163.4 0.4234 0.2665 0.4410 0.2648 0.119 -0.012 0.419 46.00 0.375 0.402 699 714 -0.965966 0.103641 
NM_014077.4 0.0308 0.5231 0.2500 0.5333 0.076 0.005 0.411 39.56 0.766 0.548 107 112 -1.392857 0.044643 
NM_004882.4 0.3612 0.2843 0.4486 0.2515 0.131 0.032 0.420 55.13 0.392 0.416 436 450 -1.690444 0.055556 
NM_006660.5 0.4121 0.1838 0.4386 0.2197 0.105 0.029 0.411 51.09 0.314 0.430 625 633 -0.396524 0.053712 
NM_017971.4 0.2250 0.3917 0.2087 0.4352 0.081 0.046 0.407 47.39 0.648 0.530 145 149 -0.354362 0.100671 
NM_024345.5 0.3232 0.3191 0.2984 0.2506 0.077 -0.004 0.366 59.40 0.475 0.526 547 559 -0.447943 0.064401 
NM_139178.4 0.3364 0.3000 0.3548 0.2732 0.103 0.052 0.425 57.99 0.447 0.494 273 286 -0.855595 0.094406 
NM_005791.3 0.4341 0.2114 0.4585 0.2802 0.126 -0.064 0.387 55.24 0.348 0.393 666 681 -1.110279 0.054332 
NM_025124.4 0.1071 0.5774 0.0530 0.4825 0.066 0.017 0.385 32.39 0.865 0.644 192 195 -0.112821 0.117949 
NM_004275.5 0.2892 0.3976 0.1384 0.4286 0.076 -0.045 0.371 51.00 0.653 0.552 202 212 0.010849 0.094340 
NM_005333.5 0.4171 0.2161 0.3229 0.3296 0.134 0.061 0.433 53.50 0.413 0.476 247 268 -0.733955 0.104478 
NM_004323.6 0.2459 0.3361 0.2013 0.4623 0.058 -0.053 0.346 52.42 0.642 0.573 338 345 -0.899710 0.023188 
NM_001040697.4 0.3947 0.2480 0.3878 0.2175 0.105 -0.007 0.404 50.57 0.364 0.414 453 471 -0.037580 0.080679 
NM_002044.4 0.3453 0.2569 0.3107 0.3434 0.069 -0.044 0.360 52.44 0.468 0.480 442 458 -0.040175 0.069869 
NM_004300.4 0.3629 0.3145 0.3182 0.3400 0.099 -0.041 0.392 51.67 0.477 0.456 153 158 -0.491772 0.088608 
NM_018164.3 0.4572 0.1877 0.4476 0.1899 0.133 0.025 0.419 49.81 0.287 0.399 680 706 -0.602550 0.053824 
NM_003286.4 0.3955 0.3238 0.3512 0.3524 0.147 0.029 0.442 55.90 0.468 0.431 733 765 -1.290458 0.078431 
NM_001001330.3 0.3842 0.1842 0.4798 0.2032 0.095 -0.055 0.365 51.26 0.303 0.414 241 255 -0.385490 0.125490 
NM_004264.5 0.4737 0.1667 0.3540 0.2762 0.089 -0.007 0.387 50.88 0.338 0.451 142 144 -0.268056 0.041667 
NM_022780.4 0.3543 0.2914 0.3322 0.3233 0.097 -0.027 0.385 54.55 0.462 0.459 377 391 -0.175959 0.071611 
NM_003805.5 0.1645 0.4211 0.1887 0.4800 0.056 -0.037 0.351 48.71 0.712 0.575 191 199 -0.353769 0.060302 
NM_012139.4 0.3297 0.3079 0.3077 0.2832 0.085 0.017 0.388 56.07 0.477 0.528 438 458 -0.244541 0.074236 
NM_024640.4 0.2314 0.4132 0.0970 0.4043 0.045 -0.098 0.272 46.88 0.710 0.651 272 279 0.072043 0.050179 
NM_023015.5 0.2591 0.3975 0.2149 0.4122 0.075 -0.015 0.379 52.54 0.623 0.528 997 1042 -0.255950 0.067179 
NM_024544.3 0.2103 0.4465 0.1403 0.4811 0.063 -0.070 0.355 45.00 0.721 0.567 344 352 -0.213637 0.073864 
NM_005760.3 0.4562 0.2078 0.4112 0.2680 0.121 -0.053 0.381 51.63 0.348 0.394 1022 1054 -0.714137 0.078748 
NM_182501.4 0.3781 0.3110 0.1944 0.4412 0.092 0.034 0.418 54.41 0.561 0.491 371 381 -0.650919 0.057743 
NM_014346.4 0.1946 0.4803 0.1671 0.4266 0.076 -0.018 0.375 46.36 0.710 0.571 496 517 -0.475629 0.090909 
NM_018453.4 0.4163 0.2536 0.4138 0.2576 0.148 0.057 0.444 54.13 0.378 0.430 275 285 -1.066667 0.066667 
NM_021943.3 0.2686 0.3714 0.2948 0.3373 0.066 -0.082 0.341 54.65 0.555 0.535 220 227 -0.912775 0.039648 
NM_054027.6 0.1938 0.4474 0.1816 0.3952 0.086 0.029 0.411 47.72 0.683 0.543 467 492 0.498171 0.103659 
NM_020961.4 0.4426 0.2129 0.4360 0.1905 0.123 0.069 0.435 49.64 0.306 0.425 444 456 -0.861842 0.083333 
NM_000430.4 0.4116 0.2508 0.3946 0.2191 0.127 0.042 0.435 56.54 0.363 0.441 386 410 -0.508049 0.087805 
NM_004136.4 0.4463 0.1770 0.4377 0.1816 0.105 -0.013 0.389 47.53 0.281 0.405 940 963 -0.076947 0.084112 
NM_014612.5 0.2456 0.4127 0.2254 0.3422 0.077 0.013 0.380 52.49 0.611 0.568 1081 1118 -0.405635 0.078712 
NM_024602.6 0.1834 0.4410 0.1669 0.4545 0.058 -0.033 0.358 44.01 0.714 0.599 830 861 -0.300348 0.090592 
NM_001008739.2 0.1829 0.3902 0.1170 0.4396 0.027 -0.145 0.235 55.58 0.735 0.696  98 101 -0.300990 0.019802 
NM_006023.3 0.4167 0.3068 0.3144 0.3062 0.132 0.061 0.456 59.07 0.443 0.439 327 336 -0.531250 0.127976 
NM_024894.4 0.3849 0.2560 0.3943 0.2837 0.122 0.036 0.425 55.03 0.402 0.413 671 688 -0.745785 0.087209 
NM_024755.4 0.4110 0.2035 0.4367 0.2360 0.114 0.043 0.419 54.00 0.335 0.448 1017 1034 -1.452418 0.032882 
NM_018976.5 0.4220 0.2271 0.2944 0.2722 0.120 0.089 0.449 52.17 0.393 0.405 486 506 0.598617 0.120553 
NM_005113.4 0.4111 0.2294 0.3863 0.2698 0.091 -0.026 0.383 50.13 0.380 0.432 711 731 -0.862654 0.045144 
NM_004134.7 0.4374 0.2389 0.3199 0.2618 0.118 0.051 0.431 54.58 0.390 0.464 659 679 -0.400295 0.047128 
NM_000637.5 0.2981 0.3732 0.2206 0.3298 0.083 -0.035 0.369 53.35 0.567 0.536 501 522 -0.048659 0.063218 
NM_025082.4 0.2659 0.3231 0.2150 0.3827 0.055 -0.046 0.322 53.53 0.594 0.600 552 561 -0.594118 0.033868 
NM_016057.3 0.3015 0.3309 0.2222 0.4400 0.072 -0.066 0.363 53.63 0.585 0.484 171 177 -0.052542 0.084746 
NM_018373.3 0.2893 0.3306 0.2569 0.3663 0.071 -0.021 0.371 61.00 0.550 0.524 140 145 -0.168966 0.075862 
NM_018115.4 0.3616 0.2810 0.4028 0.2962 0.118 0.021 0.422 54.45 0.422 0.410 657 687 -0.670160 0.069869 
NM_006513.4 0.2827 0.3796 0.2036 0.4556 0.091 -0.011 0.399 50.22 0.623 0.518 496 514 -0.496887 0.081712 
NM_020803.5 0.4745 0.1863 0.3770 0.2225 0.111 0.024 0.410 49.78 0.314 0.427 592 620 -0.236774 0.082258 
NM_007262.5 0.4094 0.2282 0.2866 0.2993 0.089 0.008 0.391 53.93 0.424 0.499 184 189 0.005291 0.031746 
NM_015368.4 0.2912 0.3735 0.1981 0.4236 0.086 0.019 0.411 51.57 0.606 0.487 411 426 0.203521 0.105634 
NM_025219.3 0.1132 0.6038 0.1269 0.5000 0.096 0.025 0.426 46.46 0.821 0.582 195 198 -0.489899 0.101010 
NM_001024678.4 0.0591 0.5295 0.0972 0.4833 0.030 -0.094 0.264 35.96 0.865 0.706 503 513 0.004873 0.044834 
NM_002094.4 0.3190 0.3108 0.3655 0.2700 0.092 -0.019 0.385 57.39 0.450 0.491 615 637 -0.425589 0.058085 
NM_003079.5 0.3274 0.3203 0.3659 0.2949 0.098 0.009 0.409 58.43 0.462 0.487 394 411 -1.143552 0.055961 
NM_016038.4 0.2982 0.3509 0.3700 0.3222 0.124 0.050 0.461 61.00 0.486 0.436 243 250 -0.499600 0.052000 
NM_006893.3 0.2607 0.3933 0.2382 0.3696 0.089 0.030 0.409 52.67 0.598 0.525 565 584 -0.343151 0.056507 
NM_005402.4 0.3667 0.2600 0.3961 0.3034 0.141 0.089 0.462 47.62 0.417 0.422 199 206 -0.620874 0.082524 
NM_024956.4 0.3580 0.2948 0.2796 0.3070 0.092 0.016 0.402 56.74 0.470 0.454 619 643 0.165319 0.127527 
NM_014760.4 0.2721 0.4257 0.2248 0.3229 0.101 0.047 0.409 52.59 0.598 0.544 738 761 -0.750723 0.076216 
NM_018198.4 0.2449 0.3776 0.2240 0.4169 0.075 0.005 0.393 51.55 0.621 0.531 544 559 -0.411091 0.082290 
NM_002134.4 0.1659 0.4753 0.2060 0.4846 0.084 0.005 0.395 47.61 0.718 0.555 301 316 -0.571519 0.104430 
NM_178819.4 0.2541 0.3852 0.2143 0.4125 0.090 0.015 0.408 49.48 0.617 0.502 431 456 0.051754 0.109649 
NM_017896.3 0.2368 0.3816 0.2697 0.4458 0.056 -0.142 0.315 52.54 0.611 0.506 216 228 -0.612281 0.065789 
NM_004730.4 0.3791 0.2567 0.4333 0.2318 0.114 0.032 0.430 56.93 0.366 0.411 426 437 -0.311441 0.091533 
NM_004161.5 0.3851 0.2547 0.3766 0.2643 0.094 -0.051 0.389 57.16 0.394 0.421 198 205 -0.293659 0.092683 
NM_006899.5 0.2772 0.3564 0.1453 0.4765 0.075 -0.033 0.373 49.43 0.654 0.550 367 385 -0.101558 0.067532 
NM_006703.4 0.2231 0.3769 0.2941 0.3643 0.075 -0.043 0.376 56.82 0.582 0.519 165 172 -0.522674 0.087209 
NM_016275.5 0.3467 0.2933 0.2837 0.3386 0.084 0.023 0.408 57.87 0.486 0.464 179 194 0.151546 0.103093 
NM_003313.4 0.1654 0.5154 0.1266 0.4836 0.084 -0.018 0.401 41.47 0.767 0.572 309 321 -0.257632 0.109034 
NM_020122.5 0.4566 0.1833 0.3952 0.1943 0.085 -0.059 0.341 49.36 0.304 0.453 369 381 -0.661155 0.049869 
NM_022839.5 0.1720 0.4268 0.2515 0.3581 0.070 0.025 0.399 46.76 0.638 0.586 188 194 -0.279382 0.046392 
NM_001155.5 0.2539 0.4360 0.1644 0.4526 0.098 0.055 0.434 48.05 0.669 0.537 650 673 -0.451560 0.074294 
NM_014372.5 0.3197 0.2951 0.3153 0.3663 0.089 0.043 0.429 50.81 0.497 0.506 147 154 -0.478571 0.071429 
NM_133474.4 0.4488 0.2646 0.4608 0.2066 0.129 -0.042 0.402 41.04 0.336 0.388 914 923 -1.027736 0.095341 
NM_016282.4 0.2944 0.3389 0.2652 0.3473 0.088 0.026 0.409 54.27 0.541 0.512 220 227 -0.351982 0.079295 
NM_152289.3 0.4499 0.2385 0.4062 0.2335 0.122 0.051 0.446 49.12 0.349 0.414 475 486 -0.617078 0.098765 
NM_001984.2 0.4646 0.2699 0.3795 0.1778 0.137 0.007 0.412 60.29 0.342 0.420 272 282 -0.301064 0.124113 
NM_012235.4 0.1685 0.4827 0.1256 0.4177 0.062 -0.010 0.363 42.95 0.748 0.616 1244 1279 0.021657 0.077404 
NM_199287.3 0.1421 0.3737 0.1673 0.5640 0.042 -0.088 0.316 46.21 0.752 0.614 282 289 -1.239100 0.031142 
NM_030917.4 0.4484 0.2000 0.4098 0.1828 0.111 0.041 0.408 47.46 0.305 0.467 584 594 -1.246128 0.063973 
NM_016453.4 0.1558 0.4740 0.1878 0.3894 0.060 -0.014 0.359 44.10 0.712 0.611 697 722 -0.171468 0.049861 
NM_018292.5 0.3837 0.2093 0.4360 0.2152 0.090 -0.028 0.375 50.50 0.335 0.431 514 528 -0.113636 0.077652 
NM_020931.4 0.5000 0.1180 0.5104 0.1849 0.140 -0.018 0.414 43.71 0.216 0.326 764 787 -0.349555 0.074968 
NM_002826.5 0.1854 0.4553 0.1419 0.4332 0.064 0.013 0.370 43.82 0.727 0.614 719 747 -0.191432 0.093708 
NM_015340.4 0.3199 0.3401 0.2485 0.3494 0.104 0.023 0.407 52.88 0.540 0.512 853 903 -0.295238 0.095238 
NM_005881.4 0.1914 0.4943 0.1154 0.4366 0.066 -0.003 0.377 45.96 0.743 0.597 400 412 -0.239320 0.070388 
NM_004596.5 0.2143 0.5143 0.1009 0.4478 0.076 -0.017 0.381 42.87 0.747 0.585 265 282 -0.438652 0.070922 
NM_014877.4 0.4068 0.2448 0.3619 0.2535 0.093 -0.009 0.385 53.38 0.386 0.455 1896 1942 -0.557106 0.077240 
NM_006047.6 0.4239 0.1962 0.3590 0.2064 0.086 -0.020 0.359 50.94 0.332 0.476 895 932 -0.239378 0.060086 
NM_014060.3 0.4662 0.2180 0.4586 0.1739 0.142 0.028 0.442 49.45 0.285 0.370 172 181 -0.122652 0.082873 
NM_003427.5 0.2203 0.4736 0.1816 0.3750 0.081 -0.051 0.369 46.94 0.675 0.591 563 570 -0.496316 0.054386 
NM_138394.4 0.4091 0.2364 0.3877 0.2266 0.097 -0.032 0.377 55.77 0.362 0.440 528 542 -0.389852 0.086716 
NM_005570.4 0.3622 0.2500 0.3990 0.2934 0.090 -0.026 0.392 56.95 0.406 0.454 495 510 -0.542157 0.092157 
NM_005754.3 0.4146 0.2213 0.3478 0.2797 0.101 0.055 0.423 53.56 0.392 0.489 454 466 -0.833691 0.062232 
NM_020143.4 0.2915 0.3015 0.3463 0.3032 0.080 -0.005 0.386 58.30 0.476 0.485 246 252 -0.364286 0.059524 
NM_002396.5 0.4237 0.1737 0.4595 0.1975 0.112 0.042 0.423 49.30 0.285 0.407 565 584 -0.152055 0.089041 
NM_173824.4 0.4240 0.2320 0.4232 0.2257 0.098 -0.029 0.388 54.48 0.344 0.430 317 329 -0.364134 0.091185 
NM_207356.3 0.3212 0.3161 0.2917 0.2969 0.099 0.036 0.394 55.67 0.500 0.525 236 243 -0.719342 0.028807 
NM_003478.5 0.4505 0.1658 0.4761 0.2278 0.119 -0.007 0.405 48.90 0.289 0.365 744 780 -0.419359 0.083333 
NM_014487.6 0.5168 0.2059 0.3814 0.2714 0.130 -0.004 0.408 50.85 0.341 0.435 311 320 -0.906875 0.078125 
NM_025065.7 0.3955 0.2388 0.4000 0.2570 0.104 -0.007 0.395 53.64 0.374 0.435 342 349 -0.827507 0.085960 
NM_006357.4 0.3964 0.3077 0.3086 0.2282 0.144 0.135 0.478 51.33 0.424 0.462 203 207 -0.697585 0.067633 
NM_023934.4 0.3099 0.2817 0.2961 0.3537 0.068 -0.038 0.365 56.02 0.508 0.517 181 189 -0.247619 0.105820 
NM_015584.5 0.2791 0.3721 0.2151 0.3619 0.072 -0.036 0.357 54.63 0.592 0.561 353 368 -0.552717 0.108696 
NM_005334.3 0.1821 0.4898 0.1371 0.3494 0.075 -0.014 0.375 43.50 0.721 0.630 1979 2035 -0.089730 0.030467 
NM_006812.4 0.2731 0.3466 0.2370 0.4366 0.071 -0.024 0.371 51.46 0.601 0.552 647 667 -0.877061 0.056972 
NM_006260.5 0.4423 0.2198 0.4471 0.2297 0.125 0.016 0.411 52.58 0.329 0.409 492 504 -0.678968 0.087302 
NM_001520.4 0.2022 0.4604 0.1867 0.4142 0.077 0.016 0.394 48.16 0.687 0.562 2036 2109 -0.538644 0.069227 
NM_003201.3 0.4485 0.1515 0.4615 0.2378 0.096 -0.018 0.382 53.14 0.296 0.402 233 246 -0.908943 0.097561 
NM_005077.5 0.2531 0.4371 0.2010 0.3412 0.088 0.017 0.395 52.14 0.626 0.561 746 770 -0.442078 0.059740 
NM_017866.6 0.3829 0.2432 0.3046 0.2873 0.073 -0.089 0.335 56.90 0.422 0.471 251 260 -0.034231 0.119231 
NM_006052.2 0.2667 0.3958 0.1940 0.4151 0.085 -0.029 0.397 50.89 0.627 0.506 292 297 0.056566 0.074074 
NM_138777.5 0.2792 0.3299 0.3397 0.3177 0.118 0.086 0.456 55.44 0.500 0.461 252 262 -0.376336 0.030534 
NM_016041.5 0.3073 0.3415 0.3212 0.2733 0.099 0.036 0.405 52.27 0.489 0.453 227 239 0.481172 0.188285 
NM_015496.5 0.4633 0.1752 0.4044 0.2096 0.118 0.056 0.421 48.86 0.300 0.420 1763 1812 -0.399393 0.064018 
NM_032111.4 0.2131 0.4426 0.1455 0.4356 0.068 -0.008 0.393 44.65 0.700 0.563 140 145 -0.158621 0.068966 
NM_004661.4 0.3883 0.2863 0.2870 0.3333 0.099 -0.022 0.377 55.07 0.470 0.461 575 597 -0.277722 0.112228 
NM_172251.3 0.1471 0.4902 0.1792 0.4231 0.065 -0.023 0.352 43.67 0.734 0.601 128 138 -0.783333 0.094203 
NM_003883.4 0.2953 0.4735 0.1720 0.3658 0.109 0.056 0.445 49.48 0.632 0.522 418 428 -0.348131 0.130841 
NM_014323.3 0.2098 0.4790 0.1404 0.4096 0.077 0.012 0.382 46.69 0.712 0.599 671 687 -0.426492 0.062591 
NM_006521.6 0.2120 0.4240 0.1523 0.4046 0.052 -0.061 0.318 47.33 0.691 0.617 566 575 -0.468348 0.027826 
NM_005316.4 0.4010 0.2225 0.4348 0.2403 0.104 -0.039 0.383 52.30 0.348 0.410 528 548 -0.529379 0.076642 
NM_152600.3 0.0713 0.5551 0.0953 0.4670 0.031 -0.122 0.249 36.36 0.859 0.750 554 562 -0.768683 0.046263 
NM_012407.4 0.1651 0.4766 0.1143 0.5529 0.070 -0.034 0.381 40.78 0.780 0.581 404 415 -0.362651 0.077108 
NM_001970.5 0.2797 0.3898 0.2348 0.4038 0.094 -0.043 0.385 59.36 0.595 0.517 148 154 -0.264935 0.051948 
NM_018145.3 0.2700 0.3499 0.2032 0.4140 0.064 -0.021 0.349 49.99 0.616 0.573 456 470 -0.501277 0.065957 
NM_005850.5 0.3452 0.3068 0.2813 0.2364 0.077 0.010 0.354 53.71 0.460 0.581 404 424 -0.575000 0.061321 
NM_001418.4 0.3710 0.2670 0.3876 0.2617 0.099 0.018 0.400 55.57 0.402 0.445 870 907 -0.465270 0.068357 
NM_032288.7 0.3705 0.1912 0.3745 0.2927 0.082 0.011 0.387 54.70 0.387 0.449 310 318 -0.814780 0.050314 
NM_013293.5 0.3843 0.1882 0.4167 0.1934 0.090 0.077 0.397 54.09 0.321 0.478 277 282 -1.587943 0.099291 
NM_145698.5 0.4119 0.2539 0.3564 0.2690 0.110 0.023 0.416 51.21 0.398 0.457 495 525 -0.770286 0.078095 
NM_016040.5 0.3390 0.3446 0.3214 0.2792 0.122 0.026 0.422 50.83 0.477 0.451 218 229 -0.065939 0.104803 
NM_032305.3 0.2973 0.3311 0.3029 0.3939 0.090 -0.006 0.393 51.77 0.540 0.524 211 218 -1.181193 0.073394 
NM_002792.4 0.2789 0.4263 0.2060 0.3791 0.112 0.054 0.443 56.54 0.615 0.522 244 248 -0.432258 0.068548 
NM_138501.6 0.1137 0.6039 0.0605 0.5000 0.083 0.071 0.442 33.64 0.857 0.589 294 308 0.036688 0.162338 
NM_016504.3 0.3089 0.3415 0.1885 0.3504 0.102 0.129 0.458 60.80 0.576 0.543 144 148 -0.154730 0.067568 
NM_001114632.2 0.1797 0.4727 0.1342 0.4558 0.062 -0.036 0.349 42.86 0.744 0.611 301 316 -0.182595 0.120253 
NM_015679.3 0.2189 0.4113 0.1623 0.4258 0.061 -0.017 0.357 49.45 0.683 0.584 319 331 -0.254079 0.060423 
NM_001010858.3 0.0950 0.5251 0.0591 0.5622 0.031 -0.181 0.226 34.43 0.876 0.712 226 235 -0.568085 0.055319 
NM_012097.4 0.4632 0.1912 0.4154 0.2105 0.116 0.054 0.455 50.42 0.299 0.384 167 179 -0.108939 0.089385 
NM_032039.4 0.1901 0.4814 0.1624 0.3578 0.070 0.003 0.370 46.22 0.702 0.598 540 552 -0.055254 0.079710 
NM_014300.4 0.4138 0.1724 0.3740 0.3077 0.071 -0.121 0.329 52.36 0.359 0.413 170 179 0.103911 0.100559 
NM_004092.4 0.2646 0.4484 0.1982 0.3571 0.107 0.054 0.427 53.79 0.627 0.543 279 290 -0.056207 0.068966 
NM_000182.5 0.3316 0.2845 0.3209 0.3135 0.099 0.033 0.416 54.83 0.468 0.478 743 763 -0.077851 0.065531 
NM_018184.3 0.3429 0.2786 0.3650 0.3083 0.085 -0.038 0.385 59.90 0.437 0.439 174 186 -0.272043 0.080645 
NM_007062.3 0.4389 0.2344 0.3552 0.2421 0.101 -0.038 0.374 54.33 0.368 0.451 484 501 -0.545908 0.077844 
NM_003913.5 0.4336 0.2081 0.4213 0.2238 0.138 0.064 0.427 50.00 0.329 0.406 984 1007 -1.294637 0.043694 
NM_173685.4 0.4463 0.2429 0.3936 0.2571 0.166 0.112 0.485 53.93 0.365 0.405 241 247 -0.775709 0.052632 
NM_005499.3 0.4096 0.2410 0.3621 0.2746 0.117 0.025 0.419 54.55 0.390 0.443 623 640 -0.443906 0.059375 
NM_017758.4 0.1206 0.5651 0.1178 0.4527 0.066 -0.021 0.367 35.71 0.806 0.634 387 394 -0.694416 0.071066 
NM_031903.3 0.3007 0.2727 0.3041 0.3741 0.070 0.011 0.391 60.56 0.508 0.514 179 188 -0.607447 0.074468 
NM_005566.4 0.4286 0.2587 0.2568 0.3120 0.117 0.062 0.442 54.59 0.442 0.451 317 332 -0.006325 0.063253 
NM_017948.6 0.4315 0.2440 0.4091 0.2427 0.136 0.022 0.424 52.86 0.361 0.414 1136 1167 -1.096487 0.052271 
NM_019042.5 0.3669 0.2883 0.3931 0.2522 0.122 0.051 0.443 53.75 0.406 0.428 635 661 -0.540091 0.078669 
NM_004805.4 0.3800 0.3200 0.2589 0.3738 0.079 -0.117 0.324 56.98 0.518 0.486 139 142 -0.630986 0.070423 
NM_006238.5 0.1562 0.5616 0.1273 0.4677 0.083 0.017 0.406 39.90 0.779 0.582 426 441 -0.351020 0.083900 
NM_024632.6 0.2057 0.5319 0.1825 0.4031 0.088 -0.024 0.387 48.92 0.702 0.543 181 183 -0.941530 0.076503 
NM_021959.3 0.2842 0.4105 0.2500 0.2941 0.066 -0.102 0.328 55.51 0.566 0.587 122 126 -1.204762 0.023810 
NM_003217.3 0.3744 0.3333 0.2262 0.3046 0.094 -0.003 0.387 58.64 0.500 0.459 222 237 0.655696 0.126582 
NM_016035.5 0.1455 0.4636 0.1256 0.4466 0.042 -0.034 0.324 45.26 0.767 0.643 253 265 -0.150189 0.060377 
NM_194285.3 0.3647 0.2906 0.3556 0.2332 0.098 0.034 0.399 54.51 0.415 0.488 667 685 -1.207007 0.036496 
